ID,text,source_type,subject,topic,keywords,chapter,title,,冊數,待辦備註
644,*   **背景**<br>    唐初下詔強調社祭，令民間普遍結社<br>*   **性質**<br>    民間私社主要有宗教類、經濟生活互助類兩種類型，其中有特定明確性質的社邑，會有個別精確的名稱，如女人社、官品社、坊巷社、牛社等<br>*   **功能**<br>    *   **經濟互助**<br>        1.  社邑內的人們，透過自發性的捐納，達到互助的功用<br>        2.  主要體現於婚嫁、喪葬方面<br>    *   **感情聯繫**<br>        許多殘破的家庭，需要其他人提供情感上的協助<br>    *   **宗教**<br>        社邑內的人們需要承擔供奉佛像、舉辦宗教盛宴等相關事宜<br><br>【改寫自：趙大旺，〈唐宋時期敦煌社邑的經濟互助：以借貸為中心〉，《敦煌寫本研究年報》（京都：京都大學人文科學研究所中國中世寫本研究班，2019），頁51～64。寧可，〈述「社邑」〉，《北京師範學院學報（社會科學版）》第1期（北京：首都師範大學，1985），頁12～24。劉永華，〈唐中後期敦煌的家庭變遷及社邑〉，《敦煌研究》第3期（蘭州：敦煌研究院，1991），頁85～87】,teachers_book,隋唐,社會,"[社邑, 結社, 經濟互助, 感情聯繫, 宗教]",V.2/Ch.2/國家統治與社會結構,唐代社邑,,,
645,*   **時間**<br>    現存紀錄最早起於北朝東魏時期（538年），止於宋初（991年）<br>*   **發展**<br>    由女性組成的佛教性質社團。北齊推崇佛教，故女人社逐漸興盛，規模大致為20至70人。唐代因推廣結社，女人社發展最為蓬勃<br>*   **特質**<br>    初期為宗教性質社團，唐至五代時期宗教性質逐漸減弱，轉為社會互助、社會救濟型組織<br><br>【改寫自：寧可、郝春文，〈北朝至隋唐五代間的女人結社〉，《北京師範學院學報（社會科學版）》第5期（北京：首都師範大學，1995），頁16～19】,teachers_book,魏晉南北朝,社會,"[女人社, 佛教, 結社, 社會互助, 社會救濟]",V.2/Ch.2/國家統治與社會結構,女人社,,,
646,在唐代，寺院僧尼的經濟的活動，除了日常布施之外，寺院和貴族富豪同樣經營碾磑、邸店、店鋪、車房等事業，收取一定比例的田租，或一定數量的田租；或者經營高利放債，如「印子錢」式的「月納錢」、「月抽錢」，這類與政府法令抵觸的貸借契約。於是寺院經濟的收入方面，彌補許多消費的生產事業。<br>此外，僧尼以不殺生戒為生活第一信條，因此不服兵役。不生產者的僧尼增加，就是男丁的減少，租庸數的減少，流入僧尼的生活費，成為國家經濟上的一大問題。也有許多富家弟子和百姓，為了避稅避役而紛紛出家。<br>對政府而言，寺院多一分人力與富力，政府便少一分稅田稅戶或稅丁。因此自東漢末年以來，政府對寺院的爭執，隨教會發達而演進。唐代政府對寺院財與僧尼的限制或禁令，是歷朝都有的。第一種方法是政府對於寺院的設立，取特許主義；第二種方法是限制寺院常住田的數量；第三種方法是檢括僧尼。<br>寺產與僧尼的檢括運動，發展到武宗會昌滅佛，是一貫的趨勢。會昌滅佛不是突然發生，而是經由歷朝漸進的限制與禁令後，才發展為急進的運動。在佛活動與長期檢括運動之下。宗教已漸次低頭於王權之下，由對抗國家的宗教，改變為國家管理宗教了。<br><br>【改寫自：陶希聖，〈唐代寺院經濟概說〉，《現代佛教學術叢刊》第9冊（臺北：大乘文化基金會，1980），頁41～52。道端良秀著，李孝本譯，〈唐代佛教寺院與經濟問題〉，《現代佛教學術叢刊》第9冊（臺北：大乘文化基金會，1980），頁53～105】,teachers_book,隋唐,經濟,"[寺院經濟, 碾磑, 邸店, 印子錢, 檢括僧尼]",V.2/Ch.2/國家統治與社會結構,寺院經濟,,,
647,**發展**<br>三國兩晉時期，道教雖未停止發展，但在總體上是受抑制的；直至西晉末，特別是東晉以後，道教在社會各個階層，特別是上層門閥士族中迅速擴展，走向成熟的官方宗教<br><br>**原因**<br>1. 五斗米道常見於朝廷內神仙方士的活動，道教因此滲入了上流社會，一些道士也參加上層政治活動，或走進權貴之門<br>2. 東晉政治動盪、戰亂頻繁，上層統治階級在激烈的內鬨和互相廝殺中，常常朝不保夕，死於非命；深感難以把握人生的禍福，轉而在生活中關注道教、道經，尋求心靈寄託<br>3. 道教融入一些迎合門閥士族需要的神異內容，包括注重道教服餌養生，志山樂水的仙術，或一些治病廣嗣的方術<br><br>**影響**<br>1. 東晉時期，士族直接參與、甚至主導了道教經典的撰寫和傳抄，是早期道教經典產生、發展的一個重要階段<br>2. 東晉士族人士，束書（正書）不觀，遊談無根（沒有根據信口亂說），生活作風日趨腐敗；而神仙方術的流行，更加助長了此風<br>3. 人們普遍存在對生死離別的憂患，對長保享樂生活的夢想，對精神超脫的追求<br>4. 道教透過與士族知識分子的互動，與儒、釋兩家的互動，實現了重大的繼承、整合與轉型、昇華，與儒、釋共同躋身於正統官方宗教的行列<br><br>【改寫自：李剛、湯偉俠，《整合・轉型・昇華：道教史論集之一》（成都：四川大學，2016）。劉志，〈楊義寫經考——兼論東晉士族與道教寫經〉，《世界宗教研究》第3期（北京：中國社會科學院世界宗教研究所，2019），頁63、75】,teachers_book,魏晉南北朝,文化,"[道教, 神仙道教, 門閥士族, 五斗米道, 服餌養生]",V.2/Ch.2/國家統治與社會結構,道教的盛行與上層士族的「神仙道教」,,,
648,**生平**<br>東晉道教人士、煉丹家、醫藥學家。少時讀儒家經典、經史百家之言，尤其喜愛「神仙導養之法」的典籍。拜鄭隱為師，後來跟隨左慈學習煉丹，學習道術有成。著有《抱朴子》、《肘後方》等<br><br>**貢獻**<br>*   **總結神仙思想——《抱朴子》**<br>    1. 外篇談論「人間得失，世事臧否」，屬儒家範疇，顯示葛洪對於人世間的政治變化、治理人民方法等見解，引儒入道<br>    2. 內篇談論「神仙方藥，鬼怪變化，養生延年，禳邪卻禍之事」，屬於道家範疇，特別是道教的成仙理論、趨吉避凶、長生之道，金丹大藥等領域。書中詳載煉丹方法，集當時煉丹術之大成，也為道教理論建構富有知識水準的理論體系<br>*   **急救手冊——《肘後方》**<br>    記錄許多日常病症，包括內科急症、寄生蟲病，以及傳染病如天花、恙蟲病症候。並根據其自身經驗結合民間方劑而成的診治方式，是中國第一部臨床急救手冊，也是研究中國醫藥學史的珍貴醫學文獻<br><br>【改寫自：宗教知識家，https://religion.moi.gov.tw/Knowledge/Content?ci=2&cid=311】,teachers_book,魏晉南北朝,文化,"[葛洪, 抱朴子, 肘後方, 煉丹, 神仙思想]",V.2/Ch.2/國家統治與社會結構,「神仙道士」葛洪,,,
649,**生平**<br>南朝劉宋時著名天師道道士，小時候學習儒學，長大後入山修道，並遊歷名山，收集道書。宋明帝敦請陸修靜到京城，建「崇虛館」讓其安住，又另外設置「通仙臺」，朝野官員和修真人士紛紛登門拜訪，道教興盛一時。自稱「三洞弟子」<br><br>**貢獻**<br>*   **彙整經群**<br>    撰有《三洞經書目錄》，彙整南朝初期江南流行的道經群。這是道教史上第一部道藏目錄學著作<br>*   **建立科儀範本**<br>    主張「齋直是求道之本」，創設道教的齋醮科儀。他依據《靈寶經》中所記載的科儀，建立傳授符籙的儀規範本，讓後世可為依循<br>*   **整頓天師道**<br>    撰寫《陸先生道門科略》作為革新天師道的措施。他反對當時淫祀之風，主張維護天師正教，遵守清約。禁止道官自行署職，要依功受籙，恢復天師道按級晉升的制度。經他清整後的天師道，後世稱為南天師道<br><br>【改寫自：張澤洪，〈論道教齋醮科儀的科教三師〉，《步罡踏斗：道教祭禮儀典》（成都：四川人民，1994）】,teachers_book,魏晉南北朝,文化,"[陸修靜, 天師道, 三洞經書目錄, 齋醮科儀, 南天師道]",V.2/Ch.2/國家統治與社會結構,「儒生道士」陸修靜,,,
650,**生平**<br>南朝著名道教徒，精通道教學術、醫藥、天文、曆算等，融會貫通儒釋道三派，並創立「茅山宗」。南朝梁武帝時常派人與之商談國事，故有「山中宰相」之稱<br><br>**貢獻**<br>*   **《真靈位業圖》**<br>    對早期道教的神仙學說做了總結及改造，仿效世俗的官僚等級制度、融合儒家思想，為道教建立一套神仙世界的譜系，並提出融合儒釋道三教的教義<br>*   **醫學**<br>    整理葛洪的《肘後方》為《補闕肘後百一方》，確立了煉丹的理論，並深化了道教的理論系統。此外提出新的本草分類法，將當時所有的本草著作加以整理，並加上個人的心得體會，著成《本草經集注》是中國本草學發展史上貢獻最大的早期人物之一<br><br>【改寫自：田啟文，〈論陶弘景《真靈位業圖》的儒學思想〉《興大中文研究生論文集》2（臺中：中興大學，1997），頁2～8】,teachers_book,魏晉南北朝,文化,"[陶弘景, 茅山宗, 山中宰相, 真靈位業圖, 本草經集注]",V.2/Ch.2/國家統治與社會結構,「政治道士」陶弘景,,,
651,**定義**<br>道教的祭祀儀式習稱為齋醮，有關齋醮的一系列法事內容稱為科儀<br><br>**背景**<br>道教成立初期，已經有簡略的宗教儀式，如太平道教區內，建有祠、茅室、方壇；五斗米道祭祀三官的方式簡單，也方便於一般平民使用<br><br>**編撰——陸修靜**<br>1. 整理齋醮理論實踐的科儀經書，為道教科儀經書編撰創立了範式<br>2. 主張修道應當用禮拜、誦經、思神三種方法，以洗心潔行，心行精至，達於至道<br>3. 規定道士需具有「道巾、單衣、被、履、手板」等工具<br><br>**整理——張萬福**<br>1. 唐中宗、睿宗、玄宗時期的著名道士<br>2. 整理齋醮科儀，主要為經戒法錄、法服科戒、齋醮儀式。其認為「醮」是薦誠於天地，其服於冥靈，故需誠心誠意，建醮設壇，器物供品皆須講究<br><br>**修訂——杜光庭**<br>1. 唐末五代著名道教學者，是齋醮科儀的集大成者<br>2. 修訂齋醮科儀理論，為唐代以後的齋醮活動的範本，影響深遠<br><br>【改寫自：張澤洪，〈論道教齋醮科儀的科教三師〉，《步罡踏斗：道教祭禮儀典》（成都：四川人民，1994）】,teachers_book,魏晉南北朝,文化,"[道教, 科儀, 齋醮, 陸修靜, 杜光庭]",V.2/Ch.2/國家統治與社會結構,奠定道教科儀的關鍵人物,,,
652,**時間**<br>漢靈帝中平元年（184年）<br><br>**主導**<br>太平道教主張角<br><br>**背景**<br>1. 外戚、宦官爭奪權力，朝政敗壞<br>2. 連年天氣異常寒冷，導致飢荒，農村經濟敗壞<br><br>**崛起**<br>1. 許多農民為尋求宗教慰藉，加入太平道<br>2. 以符咒等形式為人治病，並藉此傳道<br>3. 信徒遍及全國2/3的行政區，人數達數十萬<br><br>**過程**<br>1. 184年，張角與信眾以「蒼天已死，黃天當立，歲在甲子，天下大吉」為口號起事，旋即於各地發起叛亂<br>2. 靈帝以何進為大將軍，自各地調派軍隊、大赦因黨錮之禍入獄的官員，並讓重臣與宗室至各地，藉此團結朝廷勢力，對抗黃巾之亂<br>3. 黃巾軍勢力遍及中國華中、華北，並一度逼近首都洛陽。最後，因曹操等人的反攻，張角病逝後黃巾軍喪失戰鬥意志，向漢投降<br><br>**影響**<br>地方勢力逐漸崛起，造成日後三國時代群雄割據的情形<br><br>【改寫自：原遙平著、張嘉苓譯，《圖解三國志》（臺北：易博士，2018），頁38～39】,teachers_book,秦漢,政治,"[黃巾之亂, 太平道, 張角, 蒼天已死, 黨錮之禍]",V.2/Ch.2/國家統治與社會結構,黃巾之亂,,,
653,**生平**<br>北朝時著名道士，出身北方士族，自稱太上老君授予「天師」之位。因宰相崔浩的推薦而受到北魏太武帝重用<br><br>**貢獻**<br>1. 站在統治者的立場看待天師道，破除當時北天師道的一些舊制，如：三張偽法（政教合一的組織形式，不利中央統治）、租米錢稅（稅收利益衝突）、男女合氣之術（破壞倫常、敗壞風俗）<br>2. 增訂戒律、提倡禮教：參考佛教的儀式，為道教增訂了一套較繁雜完備的齋醮儀範，包括奉道受戒的儀式、在齋儀上奏樂等。儀式的明確規定，嚴格規範了道教徒的宗教生活：在每種教儀規定的後面，有加上一句「明慎奉行如律令」，要求道民嚴格遵守<br>3. 寇謙之改革成功，北魏皇帝成了道教徒，道教也成了國教，北天師道發展至最極盛<br><br>**反對滅佛**<br>面對北魏太武帝滅佛之舉，寇謙之並不贊成對佛教採取極端壓制的政策，他主張兼容儒、佛二教。寇謙之想使道教成為國教，同時也依儒家的名教治理天下；他對天師道舊制的革除，正說明他要維護名教，也吸收儒家禮法充實道教；其著作《老君音誦誡經》，也顯見其明顯地受到佛教觀念的影響<br><br>【改寫自：莊宏誼，〈立志為帝王師——寇謙之的宗教理想與實踐〉，《輔仁宗教研究》第21期（新北：輔仁大學法學院宗教學系，2010），頁32～46】,teachers_book,魏晉南北朝,文化,"[寇謙之, 天師道, 北魏太武帝, 崔浩, 國教]",V.2/Ch.2/國家統治與社會結構,寇謙之,,,
654,**發展**<br>1. 唐初政權之爭，太子李建成得到佛教徒法琳的擁護，而李世民得到道教徒王遠知的支持，李世民發動玄武門之變奪取政權後，繼續扶植道教<br>2. 唐朝皇室出身鮮卑軍戶，並非名門望族。面對魏晉以來盛行的門閥士族，為了抬高其門第，爭取上層貴族的支持，便尊奉老子為唐皇室的祖先，宣稱自己是神仙後裔，借此製造「君權神授」的輿論<br>3. 玄宗朝，除了不斷給老子追加尊號，繪製老子像傳頌全國，更在全國廣建老子廟。此外，將《老子》一書尊為《道德真經》，在崇玄學中教授《莊子》、《亢倉子》、《文子》、《列子》合稱四子真經<br><br>**影響**<br>1. 道教被列為三教之首，社會地位顯著提高，人數不斷增長，宮觀遍布全國。道教的經典圖書也日益增多，並彙編成《道藏》<br>2. 道教的齋醮法事可以為統治者祈福禳災，禱告天下太平；道教的煉丹和養生方術，可以滿足帝王貴族追求長生不死的願望；道家清靜寡欲，與世無爭的思想，可以為某些官場失意的官僚文人提供精神安慰和寄託<br>3. 在科舉考試中增設「道舉」作為國家科舉考試的正式科目，列於《論語》等儒家經典之前，對策時增加《老子》策，每年按明經科例列為保舉<br><br>**意義——政權正統依據**<br>唐朝立國後，在當時崇尚門第的社會觀念中，道教的政統有助於提高唐宗室的門第和地位。事實上政府統制的理念仍以儒學為主體，佛、道為輔助，道教由於是產生於本土的意識型態，所以道教與儒學有著長期的互補關係，特別是在由儒學把持的官學和科舉中，道家經傳被列為官定教材和科舉考試的必讀之書，這使得道教可以理論學術化，同時也強化了統治地位的儒學，因此儒道雙方在思想上更趨於一致性，中唐以後儒、釋、道三教合流更成為一股強烈趨勢<br><br>【改寫自：湯承翰，〈道教思想對唐代政治的影響〉，《國立中央大學客家學院》第128期（中壢：國立中央大學客家學院，2013）】,teachers_book,隋唐,政治,"[道教, 國教, 李世民, 老子, 道舉]",V.2/Ch.2/國家統治與社會結構,唐代以道教為國教,,,
655,道教與中國傳統醫學關係十分密切，醫療活動在早期道教的形成與傳播過程中扮演了重要的角色，道教對長生不死的探求也推動了中醫的發展，因此民間素有「十道九醫」的說法，杏林中人也聲言：「醫道通仙道」。<br>道教醫學作為一門宗教醫學，重視並廣泛運用傳統中醫學的藥物、針灸療法，將符咒治病術與藥物療法相結合。在理論方面，中醫的天人合一觀、陰陽五行說，及其對人體經絡、氣血、臟腑的見解，基本上都為道教所承襲、發揮，作為煉養中關於人體生命的基本理論。<br><br>**本草**<br>中國最早的本草專著《神農本草經》是一部受到神仙思想影響的藥物學著作，吸收了神仙方術內容，並對先秦、秦漢時期本草藥物成就，臨床用藥實踐的系統總結<br><br>**方劑**<br>煉丹術使用大量金石、非金石藥物，與傳統中醫藥學呈交融、統攝、互補關係。歷代本草專著的創作亦受到煉丹術士的啟發，在藥物炮製以及藥方中大量使用丹藥、丹方<br><br>**針灸**<br>針灸是最古老的中醫療法之一，秦漢時期就出現了包括《黃帝內經》在內的涉及針灸及經絡的醫學著作<br><br>**儀式**<br>針對病人病情不能為常規湯藥、針灸治癒的情況下，所採取的一種補充救療措施，配合以符水、禁咒、祝由（咒術）、齋醮禮儀等手段，屬於心理療法範疇。丹道煉養從生命形、氣、神的最高層面「神」直接切人，以「自然」、「無為」為要旨，對人的心理進行整體調適，力求使人的身心狀態復歸到自然的動態平衡狀態，合於「道」境界<br><br>【改寫自：〈道教醫學的未來展望！〉，https://zi.media/@yidianzixun/post/L8Z2hL。〈道教醫學養生思想的現代價值略論〉，https://www.eswtchina.com/big5/yangsheng_335329】,teachers_book,魏晉南北朝,文化,"[道教醫學, 本草, 煉丹術, 針灸, 符咒]",V.2/Ch.2/國家統治與社會結構,道教醫術,,,
656,**道教內容**<br>1. 功過格最初是道士自記個人善惡功過的簿冊，內容上融合了道教積善、儒教倫理思想，以及佛教的因果報應<br>2. 功過格書中分列各項功格（善行）和過格（惡行），須每日記錄個人行為的功與過，逐項以正負數字標示，功過相抵，每月每年檢視其分數。若多做錯事，過多於功，下年便要銷過<br><br>**民間秩序**<br>1. 明末清初商品經濟發展，對傳統社會結構造成衝擊及挑戰。善書的盛行，實是藉此以抗衡當地奢淫的社會風氣<br>2. 晚明以來，鄉紳等社會領導層便以『功過格』一類善書做為為人處事的行動指南，並提倡道德實踐，主張社會救濟<br>3. 「功過格」頗能反映出因果報應、道德教化、神明獎懲善惡等民間信仰色彩，可看出中國人注重道德內省、積善銷惡以累積功德的信念<br><br>【改寫自：游子安，《善書與中國宗教：游子安自選集》（臺北：博揚文化，2012年）】,teachers_book,明清,社會,"[功過格, 善書, 因果報應, 道德教化, 鄉紳]",V.2/Ch.2/國家統治與社會結構,功過格與民間社會秩序,,,
657,中國社會存在各式各樣的宗教與信仰，除了官方認可的佛、道等正統宗教外，還有為數不少的教門與信仰在民間流行、蔓延，這些教門、信仰可統稱為「民間宗教」。民間宗教具有強大聯繫和組織群眾的作用，朝廷擔心人民在地方社會中發展組織，因而禁止人民結社；同時，民間宗教往往利用迷信崇拜，更注重組織形式，以改變自身社會地位和變更現實社會為目的，通常帶有反正統、反社會、反現實的特質，被歷代統治者稱為「異端」、「左道」、「邪教」等。這些教派一旦成為「邪教」，便成為朝廷日常鎮壓的對象，遭遇鎮壓的民間教派無法正常活動，就會轉入地下，成為秘密宗教。<br>以白蓮教為例，宋元時期，社會上有所謂「白蓮傳統」，但沒有形成一個白蓮教的組織。「白蓮教」是一個標籤，凡是帶有白蓮淨土信仰色彩（後來由彌陀信仰擴大至彌勒信仰）的、神秘的民間教派，明清朝廷都給他們貼上一個「白蓮教」或「邪教」的標籤，以至於後來在人們心目中，白蓮教就是邪教、祕密教門的代稱。<br><br>【改寫自：田海著，劉平譯，《中國歷史上的白蓮教》（北京：商務印書館，2017）。劉平，《中國祕密宗教史研究》（北京：北京大學出版社，2010）。王偉、邵雍，〈探悉清代中後期荊楚文化對湖北民間信仰宗教傳播的影響〉，《近代會黨與民間信仰研究》（臺北：秀威資訊，2011），243】,teachers_book,明清,社會,"[民間宗教, 祕密宗教, 邪教, 白蓮教, 彌勒信仰]",V.2/Ch.2/國家統治與社會結構,祕密宗教的形成,,,
658,自古以來，中國對於一些邊緣化、私密化的集體行動有所忌憚，官方、民間皆認為，會在暗夜進行的集會，多出自於狂熱、離經叛道、叛亂等負面動機，這與自古以來「日出而作、日落而息」的傳統思想有關。<br>而在所有晝夜顛倒的生活現象中，具宗教信仰的夜間集會，最不被官方所接受，根據唐天成二年（927年）的敕令，官方認為這些集會違反善良風俗，並可能會有更進一步的社會、政治企圖，故要求地方政府嚴加查緝，如抓到相關之人，必以重仗處死；宋代，這類規定愈來愈多，如《宋史》卷一九九〈刑法一〉便明定條文，夜聚曉散並傳播邪教者，一律嚴懲；北宋天聖五年（1027年）更有地方官認為，這些夜間以宗教名義進行聚會之眾，經常散播謠言，造成動亂之慮，故屢屢出現上奏禁止夜聚曉散的宗教集會，但仍難以禁止類似情形的發生。因此「傳習妖教、夜聚曉散」成為兩宋時期官員向朝廷最常反映的社會問題之一，「夜聚曉散」成為官方指控異端宗教的主要罪名，至元、明、清，依然如此。<br><br>【改寫自：葛兆光，〈嚴昏曉之節——古代中國對於白天與夜晚的思想史分析〉，《臺大歷史學報》第32期（臺北：國立臺灣大學，2003），頁43～49】,teachers_book,隋唐,政治,"[夜聚曉散, 宗教活動, 妖教, 異端, 善良風俗]",V.2/Ch.2/國家統治與社會結構,古代中國對於「夜聚曉散」宗教活動的忌憚與反制,,,
659,**白蓮教的發展**<br>1. 南宋高宗時，吳郡沙門茅子元，自稱白蓮導師，組織了一個融合佛教天臺宗的識法和淨土宗的彌陀念佛等信仰的淨業團體。他們謹戒殺生，嚴避葷酒，茹素念佛，男女一起集會，懺悔修行，號白蓮菜<br>2. 白蓮宗在潛伏傳教的過程中，與摩尼教相互影響吸取，又和當時流行於北方的彌勒教相結合，逐漸發展成為一個新的民間秘密宗教教派，即白蓮教<br><br>**官方的取締**<br>1. 元初（至元十八年，1281年）白蓮宗教徒在江西發動起義。到了元成宗年間，白蓮教成為合法的享有特權的宗教，一時聲勢煊赫；武宗年間一度被禁，到了仁宗年間又被恢復<br>2. 明朝儘管防範白蓮教，但並沒有將其視為叛逆組織。直到清朝才開始嚴厲取締白蓮教。明清兩代官方對祕密宗教的取締措施，主要為立法嚴禁民間宗教活動，如明初制定《大明律・禮律》，規定「若有夜聚曉散、煽惑人民暴亂者，為首者要處以絞刑」，白蓮教自此走入地下。又如清初制定《大清律·禮律·祭祀》，以刑事立法來對付，並且加以嚴刑峻法處置，嚴厲鎮壓。但是到了道光時期，由於內憂外患的劇烈變化，即使用嚴刑鎮壓也解救不了危局，反而加劇了社會危機<br><br>【改寫自：董霄漢，〈邪教問題研究：明清民間宗教的基本特點及政府的處置措施〉，https://reurl.cc/L7ZpkL。喻松青，〈明清時期的民間祕密宗教〉，https://reurl.cc/oxqejq】,teachers_book,宋元,政治,"[白蓮教, 茅子元, 彌勒教, 摩尼教, 大明律]",V.2/Ch.2/國家統治與社會結構,白蓮教的發展及官方的取締,,,
660,彌勒教為崇奉彌勒佛之在家宗教團體，自隋唐之後，野心分子屢藉名彌勒轉世，圖謀造反，其主要依據的是彌勒教重要經典《三佛應劫總觀通書》所提出一項世勢演化道理：「以天機氣運掌於天盤，分別有三個世代劫運………來世有一天盤，為下元黃天，九葉金蓮，彌勒佛掌佛」，亦即將來會有彌勒佛轉世，掌治天地世運；雖然不知何時會到，但必然到來。依照此理論推衍，便產生彌勒佛轉世一說，而彌勒佛則象徵著救世主。<br>雖然此說法解釋庸俗粗糙，但百姓深信不已，並為未來先做修積準備。平時可以藉此向信徒收取根基錢，但大部分強調劫運將臨，英雄即將出現，是改朝換代之重大機運，也就是真主出而推翻前朝建立新朝之時。如此，每當現實政治令百姓失望時，彌勒、明王出世之謠傳自然湧現；又或者欲開創新王朝者，每每假託彌勒佛轉世，變成為率眾起事倡亂的重要手法。<br><br>【改寫自：王爾敏，〈祕密宗教與祕密會社之生態環境及社會功能〉，《中央研究院近代史研究所集刊》第十卷（臺北：中央研究院近代史研究所，1981）頁40～41】,teachers_book,隋唐,文化,"[彌勒教, 彌勒佛, 三佛應劫總觀通書, 救世主, 改朝換代]",V.2/Ch.2/國家統治與社會結構,彌勒信仰,,,
661,"摩尼教於7世紀（約唐代）傳入中國，並於武則天延載元年（694年）獲得承認。安史之亂後，因回紇勢力進入中原而起，官方對於摩尼教也較為寬容，因此得以在中國境內傳布。但在會昌法難（840～846年）後，摩尼教因受唐武宗的毀佛行動波及，自此轉為地下活動，並與民間信仰結合。宋代時，一部分摩尼教徒依託道教進一步發展；另一支則與民間祕密宗教融合，信奉者自稱明教信徒，是宋代農民起義的主力，如宣和元年（1119年）的方臘之亂。<br>元代，摩尼教因為官方的宗教政策較寬容，而出現顯著的發展，許多平民開始信仰摩尼教，相關的寺院也相繼興建。元代之後，摩尼教徒建立自己的寺院，藉此居住、收藏經書典籍，但減弱了教士和俗民之間的聯繫；有了寺院後，摩尼教成為一個實質的宗教。<br>元末的農民起義，部分也與摩尼教有關，如元惠宗至正十年（1351年），自稱「明王出世」的韓山童、劉福通起義，可能就混有摩尼教的成分。明代以後，朱元璋決定禁止民間宗教，摩尼教也因此逐漸消失。<br><br>【改寫自：Klimkeit, Hans-Joachim; Lieu, Samuel N. C.（劉南強），《達·伽馬以前中亞和東亞的基督教》（臺北市：淑馨出版社，1995），頁169。王見川，《從摩尼教到明教》（臺北：新文豐，1992），頁351～352】",teachers_book,隋唐,文化,"[摩尼教, 回紇, 會昌法難, 明教, 方臘之亂]",V.2/Ch.2/國家統治與社會結構,摩尼教的傳入與發展,,,
662,白蓮教的起源，應為南宋茅子元所創的「白蓮菜」而來，主要融合南朝發跡的彌勒教、摩尼教，並承襲了彌勒教「反抗政府，奪取政權」的政治革命理念。白蓮教以教主為尊，各地有各類會主。教主準備起事時，各地便紛紛響應，每次舉兵，便稱王建號。白蓮教以法術蠱惑信眾，包含符咒、幻術、巫術、神降等方式，加深信徒崇拜，藉此鞏固權力。<br>歷史上，白蓮教曾多次起事，如元末至正十一年（1351年）以韓山童為主的紅巾軍之亂，蔓延全國，前後持續十年之久；明英宗、憲宗、世宗年間，也發生數次白蓮教民變；入清之後，依然頻繁，如嘉慶十八年年間川楚白蓮教亂（1796～1804年）、天理教之亂（1813年）。此後，以白蓮教為名的起事逐漸消失。<br><br>【改寫自：戴玄之，〈白蓮教的本質〉，《師大學報》第十二期（1967），頁119～125】,teachers_book,明清,政治,"[白蓮教, 民變, 韓山童, 紅巾軍, 川楚白蓮教亂]",V.2/Ch.2/國家統治與社會結構,白蓮教與中國的民變,,,
663,中國古代政治理論中，「君權神授」一直處於重要地位。從夏商周三代文明社會開始，歷代帝王都把自己的家族說成是神的後裔，如商王朝的吞鳥卵、周王朝的履大人跡等。<br>春秋戰國的儒家雖然把政治合法性的主要依據轉到了「德治主義」的理性化軌道上，但是孔子、孟子並沒有否定「君權神授」。故先秦以後的歷代王朝仍然使用「神權」的工具為自己的統治製造合法性依據。統治者可以使用的工具，被統治者當然也會使用。從中國歷史上第一次農民起義陳勝、吳廣開始，就會利用魚腹藏書的形式製造讖語——「陳勝興、大楚王」。其後農民起義利用「佛讖」、「道讖」製造輿論，發動民眾的例子不勝枚舉。<br>中國古代政治學經典《尚書・洪範》從殷周時期，就明確了一個專制主義的原則，即「皇極建猷」，「凡厥庶民，無有淫朋，人無有比德。惟皇作極，凡厥庶民，有猷。」也就是說不許庶民結黨營私，絕對不許在君主政權之外還有其他社會團體存在。從一定意義上說，中國民眾從來不缺宗教信仰的自由，但是卻沒有結社的自由。因此民眾要發動起義，各種宗教組織，包括官方認可的佛、道教，都可以成為隱藏革命目標，積蓄革命力量，組織革命隊伍，引爆武裝起義的重要形式。東漢末年的黃巾起義、宋代的方臘起義、元末的紅巾軍起義、明朝的白蓮教起義、清朝嘉慶元年民間宗教川鄂甘陝豫五省大起義等，不勝枚舉。<br><br>【引用自：張踐，〈中國古代國家、宗教關係歷史特點研究〉，《西北民族大學學報（哲學社會科學版）》（甘肅：西北民族大學，2011），頁29】,teachers_book,秦漢,政治,"[君權神授, 皇權, 農民起義, 宗教組織, 結社]",V.2/Ch.2/國家統治與社會結構,中國古代皇權與民間宗教起義,,,
664,| 相關文獻 | 《史記‧蒙恬列傳》：「……………………築長城，因地形，用制險塞，起臨洮，至遼東，延袤萬里，於是渡河，據陽山，逶蛇而北。」 |<br>| :--- | :--- |<br>| 修築資訊 | 人 蒙恬<br>動用民力逾三十萬<br>「城旦」<br>1. 此一刑徒「輸邊築長城」<br>2. 「謫治吏不直者築長城」<br>時 《史記・秦始皇本紀》：始於始皇33年（前214年）<br>事 背景：戰國年間，部分國家便已修築城牆，區隔敵我；秦之長城部分乃將這些既有之城牆連結<br>目的：軍事用途，區隔「胡人」（即當時之匈奴） |<br>| 其他 | 今日之長城為明代所修築 |<br><br>【改寫自：Denis Twitchett、Michael Lowe 編，韓復智主譯，《劍橋中國史：秦漢篇，前221–220》（臺北：南天，1996），頁73～75。白壽彝、高敏、安作璋主編，《中國通史：中古時代・秦漢時期》（上海：上海出版社，2015），頁162】,teachers_book,秦漢,政治,"[長城, 蒙恬, 史記, 臨洮, 匈奴]",V.2/Ch.3/近代以前的人群移動與交流,關於長城修築的記述,,,
